# pleiades_silk_road_cities.csv — PLEIADES ancient settlements, Silk Road corridor
# DO NOT HAND-EDIT. Regenerate: python3 data/scripts/fetch_pleiades_silk_road.py
# Generated: 2026-04-26T01:49:10Z
# Source: https://atlantides.org/downloads/pleiades/gis/pleiades_gis_data.zip
# Cite: Bagnall et al. (eds.), Pleiades. https://pleiades.stoa.org  DOI:10.5281/zenodo.596503
# Licence: CC BY 3.0
# Filter: lon 28.0–122.0E, lat 18.0–56.0N; types=settlement/urban variants
# N = 4354
pleiades_id,title,lon,lat,place_types,location_precision
999180093,Tel Mor,34.656462,31.823096,settlement,precise
999273476,Gaochang,89.528599,42.855046,settlement,precise
990688484,Sultan Kala,62.162010,37.676712,settlement,precise
991964195,Alaca Höyük,34.695241,40.234485,settlement;archaeological-site,precise
998604622,Khirbet al-Batrawy,36.070792,32.087224,settlement,precise
998821004,Paqarhubuni (settlement),37.197303,37.345876,unlocated;settlement,rough
994268248,Beljaus,32.894004,45.380054,settlement;settlement-modern,precise
992018313,Alekseev,62.130200,52.497900,settlement;cemetery,precise
995604669,Tell Qarqur,36.330800,35.742052,settlement,precise
90032638,Masion,41.500000,37.500000,settlement,rough
90720956,Eshnunna,44.728140,33.484480,settlement,precise
901138068,New Nisa,58.198616,37.966759,settlement,precise
908428262,Burmageçit tomb,39.538710,38.965617,findspot;tomb;settlement-modern,precise
904615255,Gazandži (Kazana),44.026076,40.006566,findspot;settlement-modern,precise
903062,Khurheh,50.491639,34.070325,settlement,precise
903035,Godin tepe,48.068566,34.518387,settlement;archaeological-site,precise
903015,Dezful/[Qantara al-Rum],48.398189,32.382993,settlement,precise
903054,[Kangavar]/Concobar,47.955711,34.502892,settlement,precise
903002,Bisutun/Bagistana/Vastan?/Baptana,47.431800,34.388100,settlement;archaeological-site;monument,precise
903043,[Hulwan]/Valashfarr/Beth Lashpar/Chala/Albania,45.855890,34.465114,settlement,precise
903063,Khurmal/Syarazur?/Siasouron?,46.035890,35.299481,settlement,precise
903013,Deru/Beth Daraya/[Badra],45.937333,33.119278,settlement;archaeological-site,precise
903005,Chal Tarkhan-Eshqabad,51.466501,35.438913,settlement,precise
903068,KS391,48.226407,32.347129,settlement,precise
903064,Khurramabad/Shapur Khwast?,48.349909,33.466739,settlement,precise
903090,Nizamabad,51.407354,35.416165,settlement,precise
903012,Denabaran/Dinawar,47.439729,34.584336,settlement,precise
903067,KS126,48.192284,32.371016,settlement,precise
903088,Nemavand/Laodicea/Niphaunda,48.376900,34.188900,settlement;findspot,precise
903047,Ivan-i Karkheh/Eran-Khurra-(kard-) Shapur?/Karkha de Ladan,48.149253,32.314998,settlement,precise
903010,Deh Bozan,48.130107,34.709168,settlement,precise
903037,Gurbayigan/[Jurbadhakan],50.286873,33.452651,settlement,precise
903099,Qaleh Gabri,51.450468,35.583645,settlement,precise
903021,Ecbatana/Hagmatana/Achmeta/Epiphaneia/Ahmadan,48.516406,34.805555,settlement;archaeological-site,precise
903040,Harsin/Eran-asan-kar-Kavad?,47.580595,34.271825,settlement,precise
903077,Malaver,48.828866,34.306514,settlement,precise
903061,Khordeh Cheshme,47.138994,33.738315,settlement,precise
903036,Goyman/Kumandan/Eran-vinard-Kavad,50.883333,34.650000,settlement,precise
903131,Tepe Nush-i Jan,48.633172,34.365533,settlement;tell,precise
903111,[Saveh],50.361152,34.999482,settlement,precise
903130,Tepe Mil,51.488112,35.518534,settlement,precise
903141,Vindirni,47.024233,34.797036,settlement,precise
903100,Qaleh-i Yazdigird,45.996431,34.585756,settlement,precise
903102,[Qirmisin]/[Kermanshahan],47.069245,34.318971,settlement;findspot,precise
903104,Rhaga(i)/Europos/Arsakia/Ray,51.447163,35.594267,settlement,precise
903458730,Başbük,39.281170,37.354969,building;settlement-modern,precise
902993,Baba Jan tepe,47.941548,34.022438,settlement,precise
902990,Aspadana/(I)Spahan/Gay/Gabai?,51.678813,32.651067,settlement,precise
902113570,Moenjodaro,68.137741,27.325412,settlement;archaeological-site,precise
905314398,Pi-Ramesses,31.834774,30.800762,settlement;settlement-modern,precise
970879216,Gali͡ugaĭ,45.019874,43.768392,settlement,precise
977603753,Bīt-Adad-erība,42.941508,36.689124,settlement;archaeological-site,precise
977603752,Azuru,34.806320,32.024300,settlement;settlement-modern,precise
971900,Urta Boz,69.462324,36.730455,settlement,precise
971901,Urta Buz,68.662922,37.647132,settlement,precise
971910,Zar tepe,66.918090,37.589779,settlement,precise
971911,Zard Kamar,69.665089,37.456838,settlement,precise
971907,Yalpak tepe,67.417426,37.492125,fortified-settlement;settlement,precise
971908,Yazdan-Kel'di,68.815442,37.662321,settlement,precise
971905,Wazir Khan,69.167142,36.957020,settlement,precise
971913,Zulm,69.519521,37.165232,settlement,precise
971902,Utaq,69.177268,36.998156,settlement,precise
971903,Uzbekon tepe,68.091011,38.473780,settlement,precise
